Date,Goal1Nom,Goal1Rel,Goal1Lvl,Perf1,ParTelic,DesToResp1,DesToResp2,DesToResp3,DesToResp4Reco,DesToRespScl,Interested,Distressed,Excited,Upset,Strong,Guilty,Scared,Hostile,Enthusiastic,Proud,Irritable,Alert,Ashamed,Inspired,Nervous,Determined,Attentive,Jittery,Active,Afraid,PA,NA,PercepAcc1,PercepAcc2,PercepAcc3,PercepAcc4Reco,PercepAcc5,PercepAccScl,DisJust1,DisJust2,DisJust3,DisJust4,DisJustScl,Goal2Nom,Goal2Rel,Goal2Lvl,Perf2,ConfJudg,Similar,ExplainDiff,ExplainFind,Ethnicity,Latino,Age,Gender,Education,Occupation,CurrentTenure,WorkExp,FdbkType,FdbkTypeN,FdbkValence,FdbkValN,MetGoal,FdbkAccuracy,FdbkAccN,GoalRevision,PerfResidGain,GoalResidGain,PerfRevision,Condition,ConditionN
10/9/17 14:10,,100%,7,1,Paratelic,5,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,5,1,3,4,5,5,2,3,3,3.6,2.9,5,5,5,5,5,5,5,5,5,5,5,,60%,5,1,Very High,Not at All/Very Low,It required a search of google.com,I typed in the university and the RGB codes,White,No,43,Female,Graduate or professional degree,Other,2,5,relative,2,negative,2,0,accurate,1,-2,-0.49,-0.26,0,relativenegativeaccurate,5
10/9/17 14:08,4,,5,1,Paratelic,4,4,4,2,3.5,3,1,2,1,1,1,1,1,3,1,1,3,1,1,1,3,3,1,3,1,2.3,1,4,4,4,4,4,4,4,4,4,4,4,2,,3,2,High,Not at All/Very Low,I have never had to look up information for a survey before,I found them in a google search as per your recommendations ,White,No,43,Male,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",19,24,nominal,1,negative,2,0,accurate,1,-2,0.37,-0.89,1,nominalnegativeaccurate,1
10/9/17 14:09,3,,4,2,Paratelic,4,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1.7,1,4,4,4,4,4,4,4,4,4,4,4,2,,3,3,High,Not at All/Very Low,I never had to do research for school colors,"I Googled ""RGB color code (insert name here)""",White,No,33,Male,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",6,6,nominal,1,negative,2,0,accurate,1,-1,0.92,-0.23,1,nominalnegativeaccurate,1
10/9/17 14:11,5,,6,3,Paratelic,4,4,2,4,3.5,4,1,3,1,2,1,1,1,4,1,1,3,1,1,2,4,5,1,4,1,3.1,1.1,2,2,3,1,2,2,4,2,3,2,2.75,3,,4,2,Not at All/Very Low,Not at All/Very Low,I haven't done any that required searching before.,I used google to search for them.,White,No,42,Female,High school graduate,Other,20,25,nominal,1,positive,1,0,inaccurate,2,-2,-0.69,-0.65,-1,nominalpositiveinaccurate,4
10/9/17 14:14,3,,4,2,Paratelic,4,4,4,5,4.25,4,1,3,1,4,1,1,1,4,3,1,4,1,4,1,4,4,1,1,1,3.5,1,3,3,3,3,3,3,4,4,4,4,4,1,,2,3,Moderate,Not at All/Very Low,Never had anything like it whatsoever.,"Googled the school name, then RGB code.",White,No,45,Female,"Some college, no degree","Administrative support workers (e.g., Secretary, Dispatcher)",11,30,nominal,1,positive,1,0,inaccurate,2,-2,0.92,-0.98,1,nominalpositiveinaccurate,4
10/9/17 14:12,,60%,5,4,Telic,4,4,4,4,4,2,2,2,4,3,1,1,3,2,3,4,2,2,2,2,3,2,2,1,1,2.2,2.2,3,3,3,3,4,3.2,3,3,3,3,3,,60%,5,5,Moderate,Not at All/Very Low,Searching online for different information,"Google searched ""rgb codes"" and applicable university.",White,No,36,Male,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",4,13,relative,2,positive,1,1,accurate,1,0,1.07,0.6,1,relativepositiveaccurate,7
10/8/17 17:41,,60%,5,2,Paratelic,4,2,3,4,3.25,4,2,3,3,2,1,1,1,1,1,2,5,4,1,1,4,5,1,3,1,2.9,1.7,3,2,3,2,2,2.4,1,3,1,2,1.75,,40%,4,2,High,Not at All/Very Low,I've never had to search google for rgb codes,"I typed the university name followed by ""rgb codes"" and clicked on the first link",Black or African American,No,23,Female,Bachelor's degree,"Sales workers (e.g., Real Estate Agents, Retail Salesperson)",1,5,relative,2,negative,2,0,accurate,1,-1,0.06,-0.15,0,relativenegativeaccurate,5
10/9/17 14:16,,60%,5,2,Telic,5,2,4,2,3.25,5,1,5,1,3,1,2,1,5,4,1,4,1,5,4,3,5,4,2,2,4.1,1.8,5,5,4,5,4,4.6,5,5,5,5,5,,80%,6,2,Moderate,Moderate,,I copy pasted the names of the schools into the address bar in google chrome .,Black or African American,Yes,21,Male,"Some college, no degree",Other,0,1,relative,2,positive,1,0,inaccurate,2,1,0.06,1.35,0,relativepositiveinaccurate,8
10/11/17 21:17,3,,4,0,Telic,4,4,4,4,4,1,3,1,3,1,1,1,1,1,1,1,3,3,1,4,1,2,1,2,1,1.4,1.9,3,1,3,3,3,2.6,2,2,2,2,2,1,,2,0,High,Not at All/Very Low,"I am not sure if the feedback was real or not, I thought I did my best looking up the colors, but the test said otherwise","looked up university colors, determined which RGB code was closest",White,No,25,Female,Bachelor's degree,Other,4,8,nominal,1,negative,2,0,accurate,1,-2,-0.56,-0.98,0,nominalnegativeaccurate,1
10/9/17 14:15,3,,4,2,Paratelic,4,3,4,4,3.75,3,4,4,2,2,2,2,2,2,1,4,5,3,1,5,2,5,4,3,3,2.8,3.1,5,5,5,5,5,5,4,5,5,5,4.75,2,,3,0,Very High,Not at All/Very Low,I've never had to look up color codes for universities as fast as i could,"i googled the university name, rgb code, and the name of the color - blue, gold, etc",White,No,46,Female,Associate's degree,Other,3,25,nominal,1,negative,2,0,accurate,1,-1,-1.65,-0.23,-2,nominalnegativeaccurate,1
10/14/17 15:25,,40%,4,1,Paratelic,5,5,3,5,4.5,4,1,5,1,3,1,1,1,4,5,1,4,1,2,1,4,5,1,2,1,3.8,1,5,5,5,5,5,5,5,5,5,5,5,,60%,5,1,Moderate,Not at All/Very Low,I've never seen this study or type of project before out of thousands of surveys I have completed. ,I used Google. I began typing the University name with the word 'colors' and clicked on the drop down immediately and clicked on the link which told me the information needed.,White,No,31,Female,High school graduate,Other,4,12,relative,2,positive,1,0,inaccurate,2,1,-0.49,1.27,0,relativepositiveinaccurate,8
10/9/17 14:18,6,,7,2,Paratelic,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1.2,1.3,3,5,3,5,3,3.8,3,3,3,3,3,3,,4,4,Very High,Not at All/Very Low,I've never had to find RGB codes.,I did a google search and analyzed the info on the site.,White,Yes,27,Female,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",8,10,nominal,1,negative,2,0,accurate,1,-3,1.78,-1,2,nominalnegativeaccurate,1
10/14/17 14:43,3,,4,3,Paratelic,5,5,3,3,4,4,1,1,1,1,1,1,1,4,4,1,4,1,4,1,4,4,1,1,1,3.1,1,5,5,5,5,5,5,5,5,5,5,5,3,,4,2,Very High,Not at All/Very Low,i did not know this even existed,i googled the university's name with rgb codes and clicked on the first link,White,No,49,Female,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",25,25,nominal,1,positive,1,1,accurate,1,0,-0.69,0.52,-1,nominalpositiveaccurate,3
10/9/17 15:37,,60%,5,3,Paratelic,4,3,4,3,3.5,3,1,3,1,3,1,1,1,4,3,1,4,1,3,1,4,4,2,4,1,3.5,1.1,3,3,3,3,3,3,5,3,5,3,4,,60%,5,1,Moderate,Not at All/Very Low,"I've never had to search for any info online, I usually do some sort of survey",i googled the university name and RGB color,White,No,39,Female,Bachelor's degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",5,20,relative,2,positive,1,1,accurate,1,0,-1.55,0.6,-2,relativepositiveaccurate,7
10/9/17 14:15,,60%,5,2,Paratelic,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1.2,1,3,2,2,4,3,2.8,1,3,2,3,2.25,,60%,5,3,Very High,Not at All/Very Low,I didn't have to look up RGB codes.,"I searched for the ""university name"" and ""rgb codes"" in google.",White,Yes,31,Male,Associate's degree,"Technicians (e.g., Dental Hygienists, Emergency Medical Technicians)",5,8,relative,2,negative,2,0,accurate,1,0,0.92,0.6,1,relativenegativeaccurate,5
10/9/17 14:20,6,,7,3,Paratelic,5,5,1,5,4,3,1,3,1,2,1,1,1,3,4,1,3,1,1,2,4,4,1,1,1,2.8,1.1,1,1,1,1,1,1,2,2,2,3,2.25,4,,5,2,Very High,Not at All/Very Low,I have never had to search for RGB codes before. ,I searched google for them. ,White,No,24,Female,Bachelor's degree,Other,1,1,nominal,1,positive,1,0,inaccurate,2,-2,-0.69,-0.26,-1,nominalpositiveinaccurate,4
10/9/17 14:11,,40%,4,3,Telic,3,3,4,3,3.25,4,1,3,1,1,1,1,1,3,3,1,3,1,2,1,3,3,1,3,1,2.8,1,4,4,4,4,4,4,4,4,4,4,4,,20%,3,4,Moderate,Not at All/Very Low,I haven't participated in any project that is similar to this one.,I enter the name of the university + rgb codes in google.,White,No,32,Female,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",2 years,14 years,relative,2,positive,1,1,accurate,1,-1,1.02,-0.23,1,relativepositiveaccurate,7
10/9/17 14:20,,60%,5,2,Telic,4,4,4,5,4.25,2,4,1,3,2,2,1,2,1,1,3,3,3,1,3,2,3,1,3,1,1.9,2.3,4,4,4,4,4,4,2,4,4,4,3.5,,60%,5,3,High,Moderate,,"I Googled ""RGB color"" plus the name of the school, and chose from the top several options",White,No,33,Female,Graduate or professional degree,"Professionals (e.g., Engineer, Lawyer)",0,5,relative,2,negative,2,0,accurate,1,0,0.92,0.6,1,relativenegativeaccurate,5
10/9/17 14:17,4,,5,3,Paratelic,5,1,2,5,3.25,3,1,2,1,3,1,1,1,4,3,1,5,1,4,1,4,4,3,4,1,3.6,1.2,4,4,5,5,4,4.4,4,4,4,4,4,4,,5,4,High,Not at All/Very Low,Project asked me set my own goal.,"Selected text, searched google with ""colors rgb"" and then input the codes",White,No,32,Male,"Some college, no degree","Craft workers (e.g., Carpenter, Auto Mechanic)",1,7,nominal,1,positive,1,0,inaccurate,2,0,1.02,0.6,1,nominalpositiveinaccurate,4
10/9/17 14:19,3,,4,1,Telic,4,4,4,5,4.25,3,2,1,4,5,1,1,1,1,1,1,5,1,5,2,5,5,1,3,1,3.4,1.5,4,1,4,5,4,3.6,5,5,5,5,5,1,,2,1,High,Not at All/Very Low,I‰Ûªve never had to identify the codes,I google the school name then rgb codes,White,No,28,Female,Associate's degree,"Professionals (e.g., Engineer, Lawyer)",2,2,nominal,1,negative,2,0,accurate,1,-2,-0.49,-0.98,0,nominalnegativeaccurate,1
10/9/17 14:22,3,,4,1,Telic,3,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1.8,1,3,3,3,3,3,3,3,3,3,3,3,3,,4,4,High,Not at All/Very Low,I've never had to find information while under a time constraint before.,"I Googled for ""school_name"" ""color1"" ""color2"", and added in ""rgb"" at the end if the first search didn't seem to return anything relevant. The first result from the first query was usually what I needed.",White,,29,Male,High school graduate,Other,0,5,nominal,1,negative,2,0,accurate,1,0,2.08,0.52,3,nominalnegativeaccurate,1
10/9/17 14:24,,60%,5,2,Telic,4,2,3,3,3,4,1,2,1,3,1,1,1,3,3,1,4,1,2,2,4,4,1,3,1,3.2,1.1,4,3,4,4,4,3.8,4,4,4,4,4,,60%,5,2,High,Low,I have not done many information gathering tasks vs. different participants,"I googled ""university"" rgb and the first result usually contained the information. For those that I couldnt find the codes quickly, I moved on to the next one",White,No,33,Male,Graduate or professional degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",8,11,relative,2,positive,1,0,inaccurate,2,0,0.06,0.6,0,relativepositiveinaccurate,8
10/9/17 14:21,5,,6,1,Paratelic,4,4,4,5,4.25,4,1,4,1,4,1,1,1,3,4,1,4,1,4,1,4,4,1,4,1,3.9,1,2,1,2,2,2,1.8,4,4,4,4,4,3,,4,0,Not at All/Very Low,Not at All/Very Low,never had to search for something like this before using a web page,googled rgb color of the university,White,No,33,Female,"Some college, no degree","Sales workers (e.g., Real Estate Agents, Retail Salesperson)",1,18,nominal,1,positive,1,0,inaccurate,2,-2,-1.35,-0.65,-1,nominalpositiveinaccurate,4
10/11/17 20:16,6,,7,3,Paratelic,4,3,4,4,3.75,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,2,1,1.6,1,4,4,4,5,4,4.2,4,4,4,4,4,6,,7,6,Very High,Low,"None have asked me to search the internet for information, especially not university color related, but i have had others ask me questions.","I googled the name of the university and the words ""rgb colors' after the name to find the universities official pages for their color codes",White,No,19,Male,"Some college, no degree","Service workers (e.g., Cook, Hairdresser)",6,7,nominal,1,negative,2,0,accurate,1,0,2.74,1.24,3,nominalnegativeaccurate,1
10/9/17 14:21,4,,5,2,Telic,4,4,3,5,4,3,1,2,1,3,1,1,1,5,4,1,5,1,2,1,5,5,1,4,1,3.8,1,5,5,5,5,5,5,5,5,5,5,5,4,,5,3,Very High,Moderate,,"I pasted the phrase [college name] logo RGB code into google, the first or second link was typically correct.",White,No,33,Male,Associate's degree,"Professionals (e.g., Engineer, Lawyer)",13,13,nominal,1,positive,1,0,inaccurate,2,0,0.92,0.6,1,nominalpositiveinaccurate,4
10/9/17 14:28,,100%,7,1,Telic,5,4,4,5,4.5,4,1,3,1,2,1,1,1,4,2,1,4,1,4,1,4,4,1,4,2,3.5,1.1,5,5,5,5,5,5,5,5,5,5,5,,100%,7,0,Very High,Not at All/Very Low,I did not participate in a study like this particular survey.,I went on Google.,Black or African American,No,31,Male,Bachelor's degree,Other,0,0.5,relative,2,positive,1,0,inaccurate,2,0,-1.35,1.24,-1,relativepositiveinaccurate,8
10/17/17 15:43,5,,6,4,Telic,4,3,4,4,3.75,4,1,3,1,2,1,1,1,3,2,1,5,2,3,1,5,5,1,4,1,3.6,1.1,4,4,4,4,3,3.8,3,4,4,4,3.75,5,,6,5,High,Moderate,,"I googled ""[school name] rgb codes"" and then clicked on the corresponding school webpage",White,No,27,Female,Ph.D.,"Professionals (e.g., Engineer, Lawyer)",0 (2 months),5.5,nominal,1,negative,2,0,accurate,1,0,1.07,0.85,1,nominalnegativeaccurate,1
10/9/17 14:16,3,,4,2,Telic,4,4,4,5,4.25,4,1,3,1,3,1,1,1,4,3,1,4,1,4,1,3,4,2,2,1,3.4,1.1,4,3,4,4,4,3.8,4,4,4,4,4,3,,4,3,Moderate,Low,it involve time and some internet search. Somewhat stressful. More questions to test if the participant was attentive. Looks like you want the answer and not paying the participants. ,google the name of the university + RGB,White,No,39,Male,Ph.D.,"Professionals (e.g., Engineer, Lawyer)",4,4,nominal,1,negative,2,0,accurate,1,0,0.92,0.52,1,nominalnegativeaccurate,1
10/9/17 14:16,4,,5,3,Telic,4,5,5,5,4.75,5,1,5,1,3,1,1,1,4,3,1,4,1,4,1,5,5,1,4,1,4.2,1,4,5,5,5,5,4.8,5,5,5,5,5,3,,4,4,Very High,Not at All/Very Low,did not have to search of item in a given time period,the name of the school followed by color code,White,No,30,Male,Bachelor's degree,Other,5,10,nominal,1,negative,2,0,accurate,1,-1,1.02,-0.15,1,nominalnegativeaccurate,1
10/9/17 14:30,6,,7,4,Telic,4,4,4,4,4,3,1,1,1,2,1,1,1,2,3,1,4,1,3,1,4,4,1,2,1,2.8,1,4,4,4,4,4,4,2,4,4,4,3.5,6,,7,5,High,Moderate,,"Googled RGB codes -- found a team database that helped, and googled the rest manually.",White,No,25,Male,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",4,5,nominal,1,positive,1,0,inaccurate,2,0,1.07,1.24,1,nominalpositiveinaccurate,4
10/9/17 14:28,,60%,5,3,Telic,4,3,1,3,2.75,3,4,2,4,3,3,2,1,3,2,5,4,4,2,4,4,4,4,2,2,2.9,3.3,3,3,3,3,3,3,3,3,3,3,3,,60%,5,4,Moderate,Not at All/Very Low,I've never done something like this in terms of task,"I google searched ""rgb"" and ""&lt;insert university name&gt;""",White,No,22,Female,Bachelor's degree,Other,0,5,relative,2,negative,2,1,inaccurate,2,0,1.02,0.6,1,relativenegativeinaccurate,6
10/11/17 20:26,4,,5,3,Paratelic,3,2,3,3,2.75,4,2,3,4,3,1,1,1,5,2,2,4,2,4,2,4,4,2,3,1,3.6,1.8,4,3,2,4,3,3.2,4,4,3,4,3.75,3,,4,0,Not at All/Very Low,Not at All/Very Low,I have no idea what i just did. ,Google search for (University Name) Color codes.,White,No,55,Male,"Some college, no degree",Other,11,44,nominal,1,positive,1,0,inaccurate,2,-1,-2.41,-0.15,-3,nominalpositiveinaccurate,4
10/9/17 14:29,,100%,7,1,Paratelic,4,2,3,3,3,3,1,3,2,2,1,1,1,3,1,1,2,2,2,1,5,3,1,3,1,2.7,1.2,4,3,3,4,4,3.6,1,4,5,4,3.5,,40%,4,3,High,Not at All/Very Low,Most surveys do not require you to use resources outside of the survey itself.,Most were on teamcolorcodes.com. For one team I opened their logo in Gimp (already had it open anyways) and got the values myself.,White,No,28,Male,High school graduate,Other,0,7,relative,2,negative,2,0,accurate,1,-3,1.22,-1,2,relativenegativeaccurate,5
10/9/17 14:30,,60%,5,5,Telic,2,1,1,3,1.75,2,1,2,1,1,1,1,1,1,2,1,3,1,1,1,3,1,1,3,1,1.9,1,4,4,4,1,4,3.4,4,4,4,4,4,,60%,5,3,High,Moderate,,googled for 'rgb codes [college name]' then it was usually the first link,White,No,29,Male,Bachelor's degree,"Sales workers (e.g., Real Estate Agents, Retail Salesperson)",3,10,relative,2,positive,1,1,accurate,1,0,-0.38,0.6,-2,relativepositiveaccurate,7
10/11/17 18:13,,60%,5,3,Telic,4,4,4,5,4.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1.5,1,4,4,4,5,4,4.2,4,4,4,4,4,,60%,5,1,High,Not at All/Very Low,I have never had to do anything l;ike this,google,Other race,Yes,27,Male,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",3,9,relative,2,positive,1,1,accurate,1,0,-1.55,0.6,-2,relativepositiveaccurate,7
10/9/17 14:31,4,,5,4,Telic,4,2,3,4,3.25,3,1,3,1,3,1,1,1,3,3,1,1,1,3,1,3,3,1,3,1,2.8,1,4,4,4,5,4,4.2,4,4,4,4,4,5,,6,5,Very High,Not at All/Very Low,This was a unique use of search and timed response.,I performed a google search and the results to RGB color codes came up rather quickly.,White,No,28,Male,Graduate or professional degree,"Professionals (e.g., Engineer, Lawyer)",3,4,nominal,1,positive,1,1,accurate,1,1,1.07,1.35,1,nominalpositiveaccurate,3
10/9/17 14:31,3,,4,1,Paratelic,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1.6,1,4,4,4,4,4,4,4,4,4,4,4,1,,2,2,Low,Not at All/Very Low,"I've never identified rgb codes before, ever.",Google search,White,No,45,Female,"Some college, no degree","Service workers (e.g., Cook, Hairdresser)",10,26,nominal,1,positive,1,0,inaccurate,2,-2,0.37,-0.98,1,nominalpositiveinaccurate,4
10/17/17 15:13,,100%,7,3,Telic,5,5,4,5,4.75,4,2,3,3,2,3,2,3,4,1,3,3,4,5,4,5,2,1,4,1,3.3,2.6,5,2,4,5,4,4,4,2,3,2,2.75,,60%,5,5,High,Not at All/Very Low,It was a timed project that was very minimal in the request for the tasks. Mainly due to my internet speed,"I just typed in the name of the university followed by the verbiage ""RGB codes"" and usually the first or second search result gave me what I was looking for.",Other race,Yes,24,Male,"Some college, no degree","Administrative support workers (e.g., Secretary, Dispatcher)",4,9,relative,2,negative,2,0,accurate,1,-2,1.88,-0.26,2,relativenegativeaccurate,5
10/11/17 19:32,6,,7,0,Paratelic,4,3,4,5,4,3,1,1,2,1,2,1,1,2,1,1,4,2,1,1,4,3,1,1,1,2.1,1.3,5,5,5,5,5,5,5,5,5,5,5,2,,3,0,High,Not at All/Very Low,I've never had to look up RGB codes for a project on Mturks or search for information outside of the survey before. ,I have art programs accessible to me and thought it would be easier to drag the official logos of the universities into the program and gather the data using the tools available there. ,Other race,No,27,Female,High school graduate,Other,0,10,nominal,1,negative,2,0,accurate,1,-4,-0.56,-1.75,0,nominalnegativeaccurate,1
10/8/17 17:40,,60%,5,1,Telic,4,4,4,5,4.25,4,1,2,1,3,1,1,1,3,1,2,4,1,2,1,3,4,2,4,1,3,1.2,4,4,4,4,4,4,3,4,4,4,3.75,,60%,5,1,High,Low,I don't receive feedback often,searched on Google,White,No,52,Male,Bachelor's degree,Other,30,30,relative,2,negative,2,0,accurate,1,0,-0.49,0.6,0,relativenegativeaccurate,5
10/9/17 14:22,6,,7,2,Paratelic,3,4,5,4,4,4,2,3,2,1,2,1,1,1,1,1,3,2,1,4,2,4,4,3,2,2.3,2.1,5,1,5,5,5,4.2,5,5,5,5,5,2,,3,2,High,Moderate,,"On another window I typed ""university name rgb color codes"" into Google. Then I copied and pasted the codes onto the Mturk survey window, cleaning up the codes (removing ""r g or b, and any extra characters). ",White,No,55,Female,Associate's degree,Other,3,16,nominal,1,negative,2,0,accurate,1,-4,0.06,-1.75,0,nominalnegativeaccurate,1
10/9/17 14:32,,80%,6,4,Telic,4,3,2,4,3.25,2,1,1,2,1,1,1,1,2,1,3,4,1,1,1,3,4,1,3,1,2.2,1.3,3,3,3,2,2,2.6,2,2,2,2,2,,60%,5,5,Moderate,Low,I'v never had to search for RGB color codes before. ,"google searched ""RGB colors university name"", first search result provided information",White,No,41,Male,Associate's degree,"Operatives (e.g., Bus Driver, Baker)",4,20,relative,2,negative,2,0,accurate,1,-1,1.07,0.1,1,relativenegativeaccurate,5
10/9/17 14:31,,60%,5,2,Paratelic,4,2,2,4,3,3,1,2,1,3,1,1,1,3,2,1,4,1,2,2,3,4,2,3,1,2.9,1.2,4,4,4,4,4,4,4,4,4,4,4,,60%,5,3,Moderate,Not at All/Very Low,I've never been asked to identify colors on an RGB hex.,I performed a google search for the RGB hex of the requested universities.,White,No,42,Male,"Some college, no degree","Administrative support workers (e.g., Secretary, Dispatcher)",1,25,relative,2,positive,1,0,inaccurate,2,0,0.92,0.6,1,relativepositiveinaccurate,8
10/9/17 14:36,6,,7,0,Telic,3,1,3,3,2.5,4,1,1,1,3,1,1,1,2,2,1,4,1,1,1,3,4,1,3,1,2.7,1,2,2,1,1,2,1.6,1,1,1,1,1,2,,3,1,Not at All/Very Low,Not at All/Very Low,I never had to look up things under timed trials,I googled them--what are the rgb codes for x university?,White,No,71,Female,Bachelor's degree,Other,0,30,nominal,1,positive,1,0,inaccurate,2,-4,0.3,-1.75,1,nominalpositiveinaccurate,4
10/9/17 14:39,3,,4,3,Telic,4,2,3,2,2.75,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,3,3,1,2,1,2,1,4,4,4,5,4,4.2,4,4,4,4,4,3,,4,3,High,Not at All/Very Low,This project required me to use google.,I googled the university name with rgb at the end and clicked on the first result.,White,No,27,Male,"Some college, no degree","Operatives (e.g., Bus Driver, Baker)",5,7,nominal,1,positive,1,1,accurate,1,0,0.16,0.52,0,nominalpositiveaccurate,3
10/6/17 12:12,3,,4,0,Paratelic,3,1,1,1,1.5,1,1,1,1,1,1,1,3,1,1,5,3,1,1,1,3,3,1,1,1,1.6,1.6,2,3,2,2,2,2.2,1,1,2,2,1.5,0,,1,0,Moderate,Moderate,,Using imagecolorpicker.com and selecting an image from Google.,White,No,34,Male,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",4,16,nominal,1,negative,2,0,accurate,1,-3,-0.56,-1.72,0,nominalnegativeaccurate,1
10/9/17 14:39,,60%,5,0,Paratelic,4,2,3,3,3,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1.4,4,3,4,5,4,4,2,4,4,4,3.5,,1%,2,2,Very High,Not at All/Very Low,I've never participated in finding RGB codes,googled RGB code for the university's colors,White,No,34,Female,Bachelor's degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",9,15,relative,2,negative,2,0,accurate,1,-3,1.16,-1.64,2,relativenegativeaccurate,5
10/14/17 12:15,5,,6,0,Telic,2,2,3,4,2.75,1,3,1,3,2,2,1,1,2,1,1,3,2,1,1,2,3,1,3,1,1.9,1.6,1,1,1,1,1,1,3,2,3,1,2.25,4,,5,0,Not at All/Very Low,Not at All/Very Low,I've never participated in a study which gave me fake positive feedback about my performance.,I used the primary colour palette from Paint.net.,White,No,24,Male,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",1,2,nominal,1,positive,1,0,inaccurate,2,-1,-0.56,0.1,0,nominalpositiveinaccurate,4
10/9/17 14:45,,100%,7,3,Telic,4,4,4,5,4.25,3,3,2,2,4,1,1,1,3,3,3,4,1,3,2,4,4,3,3,1,3.3,1.8,4,4,4,4,4,4,4,4,4,4,4,,20%,3,2,Moderate,Not at All/Very Low,I've never done a survey on rgb codes,googled the university plus rgb colors,White,No,40,Female,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",8,20,relative,2,negative,2,0,accurate,1,-4,-0.69,-1.75,-1,relativenegativeaccurate,5
10/1/17 18:49,4,,5,1,Telic,4,4,4,4,4,4,4,3,3,3,1,1,1,2,2,1,4,2,2,2,4,4,1,4,3,3.2,1.9,4,4,4,4,4,4,4,4,4,4,4,2,,3,1,Low,Not at All/Very Low,"Its different because of the timed nature of the tasks. They were more challenging than usual. Also, the attentive questions were very creative. ","I google RGB codes ""University Name"". Then use the quick find tool to find the RGB codes. If the first three results yielded no result I moved to the next university.",White,Yes,24,Male,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",3,3,nominal,1,negative,2,0,accurate,1,-2,-0.49,-0.89,0,nominalnegativeaccurate,1
10/9/17 14:38,,40%,4,2,Telic,3,3,2,5,3.25,4,1,2,1,2,1,1,1,2,2,1,5,1,2,1,2,5,1,4,1,3,1,3,3,3,3,3,3,3,3,3,3,3,,40%,4,2,Moderate,Not at All/Very Low,This required research.,I went on Google and looked at some of the results on the first page after putting in my query.,Asian,No,26,Male,Bachelor's degree,"Sales workers (e.g., Real Estate Agents, Retail Salesperson)",4,7,relative,2,positive,1,0,inaccurate,2,0,0.06,0.52,0,relativepositiveinaccurate,8
10/9/17 14:47,,60%,5,2,Telic,4,4,3,4,3.75,3,1,2,1,4,1,1,1,3,4,1,4,2,1,1,5,5,1,4,2,3.5,1.2,4,4,4,4,4,4,4,4,4,4,4,,60%,5,2,Moderate,Not at All/Very Low,Never had to look up something quickly ,"Googled ""RPG Code"" then the university name ",White,No,27,Female,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",5,12,relative,2,positive,1,0,inaccurate,2,0,0.06,0.6,0,relativepositiveinaccurate,8
10/11/17 18:20,6,,7,0,Telic,5,3,5,3,4,3,2,1,2,1,1,1,1,1,1,1,5,1,1,1,4,5,1,4,1,2.6,1.2,3,3,1,3,3,2.6,2,4,4,4,3.5,1,,2,0,Very High,Not at All/Very Low,This was a time pressured research effort. No task like this before.,"I goggled ""RGB codes for ***** college"".",White,No,46,Male,Bachelor's degree,Other,1,20,nominal,1,negative,2,0,accurate,1,-5,-0.56,-2.5,0,nominalnegativeaccurate,1
10/9/17 14:50,3,,4,2,Paratelic,4,4,4,5,4.25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.2,1,2,4,4,2,4,3.2,4,4,4,4,4,3,,4,4,Low,Not at All/Very Low,never done a HIT where I had to go and do research before.  ,type in [University name] rgb color code to google,White,No,33,Male,Graduate or professional degree,"Professionals (e.g., Engineer, Lawyer)",10,11,nominal,1,positive,1,0,inaccurate,2,0,1.78,0.52,2,nominalpositiveinaccurate,4
